Customer ID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,Customer Segment
C1552,52,11,30833,5,2,3,523,Promising
C1553,145,9,15864,4,2,1,421,New Customer
C1554,54,17,46867,5,4,4,544,Champion
C1555,168,11,33499,4,2,3,423,Potential Loyalist
C1556,93,7,14849,5,1,1,511,New Customer
C1557,126,11,31896,5,2,3,523,Promising
C1558,36,11,29210,5,2,2,522,Promising
C1559,67,12,20427,5,2,2,522,Promising
C1560,32,11,31862,5,2,3,523,Promising
C1561,187,17,33922,4,4,3,443,Need Attention
C1562,85,14,26469,5,3,2,532,Potential Loyalist
C1563,146,13,37625,4,3,3,433,Potential Loyalist
C1564,56,14,38691,5,3,3,533,Potential Loyalist
C1565,50,8,25285,5,1,2,512,New Customer
C1566,70,15,35290,5,3,3,533,Potential Loyalist
C1567,133,14,34921,4,3,3,433,Potential Loyalist
C1568,66,19,43634,5,4,4,544,Champion
C1569,49,13,23732,5,3,2,532,Potential Loyalist
C1570,36,11,28587,5,2,2,522,Promising
C1571,181,15,25774,4,3,2,432,Potential Loyalist
C1572,31,11,41786,5,2,3,523,Promising
C1573,55,12,37902,5,2,3,523,Promising
C1574,160,12,32653,4,2,3,423,Potential Loyalist
C1575,33,11,22171,5,2,2,522,Promising
C1576,206,13,39126,4,3,3,433,Potential Loyalist
C1577,54,4,13829,5,1,1,511,New Customer
C1578,36,14,30561,5,3,3,533,Potential Loyalist
C1579,59,15,47706,5,3,4,534,Need Attention
C1580,55,14,28889,5,3,2,532,Potential Loyalist
C1581,32,14,25555,5,3,2,532,Potential Loyalist
C1582,87,9,24205,5,2,2,522,Promising
C1583,198,8,20829,4,1,2,412,New Customer
C1584,97,10,22761,5,2,2,522,Promising
C1585,97,9,17728,5,2,1,521,Promising
C1586,75,11,20760,5,2,2,522,Promising
C1587,71,9,26142,5,2,2,522,Promising
C1588,117,13,44380,5,3,4,534,Need Attention
C1589,41,19,48930,5,4,4,544,Champion
C1590,72,9,22742,5,2,2,522,Promising
C1591,33,14,24258,5,3,2,532,Potential Loyalist
C1592,61,12,22572,5,2,2,522,Promising
C1593,135,9,15582,4,2,1,421,New Customer
C1594,35,14,33603,5,3,3,533,Potential Loyalist
C1595,34,14,38924,5,3,3,533,Potential Loyalist
C1596,33,17,54673,5,4,5,545,Champion
C1597,80,13,26614,5,3,2,532,Potential Loyalist
C1598,78,17,31850,5,4,3,543,Loyal Customer
C1599,74,13,29181,5,3,2,532,Potential Loyalist
C1600,33,24,52353,5,5,4,554,Champion
C1601,298,14,34522,3,3,3,333,Potential Loyalist
C1602,89,14,32504,5,3,3,533,Potential Loyalist
C1603,156,9,25983,4,2,2,422,New Customer
C1604,95,6,13025,5,1,1,511,New Customer
C1605,111,8,18202,5,1,1,511,New Customer
C1606,162,12,51244,4,2,4,424,Promising
C1607,40,14,25668,5,3,2,532,Potential Loyalist
C1608,49,13,28872,5,3,2,532,Potential Loyalist
C1609,58,13,41106,5,3,3,533,Potential Loyalist
C1610,58,14,22464,5,3,2,532,Potential Loyalist
C1611,32,18,44803,5,4,4,544,Champion
C1612,43,18,57027,5,4,5,545,Champion
C1613,94,8,12987,5,1,1,511,New Customer
C1614,55,13,37293,5,3,3,533,Potential Loyalist
C1615,136,11,18962,4,2,2,422,New Customer
C1616,226,7,12718,3,1,1,311,New Customer
C1617,52,12,41959,5,2,3,523,Promising
C1618,103,9,19046,5,2,2,522,Promising
C1619,62,17,36377,5,4,3,543,Loyal Customer
C1620,39,14,19224,5,3,2,532,Potential Loyalist
C1621,35,15,45581,5,3,4,534,Need Attention
C1622,89,9,22395,5,2,2,522,Promising
C1623,177,15,37293,4,3,3,433,Potential Loyalist
C1624,95,7,17356,5,1,1,511,New Customer
C1625,95,15,27841,5,3,2,532,Potential Loyalist
C1626,94,16,32679,5,3,3,533,Potential Loyalist
C1627,35,9,19597,5,2,2,522,Promising
C1628,34,11,36625,5,2,3,523,Promising
C1629,242,13,28563,3,3,2,332,Hibernating
C1630,64,10,19230,5,2,2,522,Promising
C1631,32,13,26366,5,3,2,532,Potential Loyalist
C1632,185,8,17099,4,1,1,411,New Customer
C1633,78,16,32848,5,3,3,533,Potential Loyalist
C1634,62,14,31160,5,3,3,533,Potential Loyalist
C1635,46,9,10856,5,2,1,521,Promising
C1636,61,10,24782,5,2,2,522,Promising
C1637,90,15,49330,5,3,4,534,Need Attention
C1638,64,11,15070,5,2,1,521,Promising
C1639,81,13,33183,5,3,3,533,Potential Loyalist
C1640,42,9,23076,5,2,2,522,Promising
C1641,49,10,27754,5,2,2,522,Promising
C1642,193,7,16168,4,1,1,411,New Customer
C1643,153,18,30460,4,4,3,443,Need Attention
C1644,239,14,19255,3,3,2,332,Hibernating
C1645,48,16,42107,5,3,3,533,Potential Loyalist
C1646,109,9,39547,5,2,3,523,Promising
C1647,173,10,26169,4,2,2,422,New Customer
C1648,95,9,26006,5,2,2,522,Promising
C1649,53,9,31739,5,2,3,523,Promising
C1650,50,18,42780,5,4,4,544,Champion
C1651,108,14,25559,5,3,2,532,Potential Loyalist
C1652,99,11,32019,5,2,3,523,Promising
C1653,32,21,48531,5,5,4,554,Champion
C1654,60,18,44752,5,4,4,544,Champion
C1655,35,9,13054,5,2,1,521,Promising
C1656,47,17,29174,5,4,2,542,Potential Loyalist
C1657,101,10,23912,5,2,2,522,Promising
C1658,61,13,36188,5,3,3,533,Potential Loyalist
C1659,98,17,34967,5,4,3,543,Loyal Customer
C1660,181,15,26051,4,3,2,432,Potential Loyalist
C1661,82,10,21174,5,2,2,522,Promising
C1662,33,10,23879,5,2,2,522,Promising
C1663,91,10,28305,5,2,2,522,Promising
C1664,65,16,45417,5,3,4,534,Need Attention
C1665,35,13,27350,5,3,2,532,Potential Loyalist
C1666,60,13,17921,5,3,1,531,Potential Loyalist
C1667,35,10,36843,5,2,3,523,Promising
C1668,85,10,26150,5,2,2,522,Promising
C1669,118,7,10963,5,1,1,511,New Customer
C1670,81,15,42538,5,3,4,534,Need Attention
C1671,56,19,42507,5,4,4,544,Champion
C1672,122,10,20847,5,2,2,522,Promising
C1673,80,14,35244,5,3,3,533,Potential Loyalist
C1674,160,11,32187,4,2,3,423,Potential Loyalist
C1675,50,15,45402,5,3,4,534,Need Attention
C1676,97,15,30657,5,3,3,533,Potential Loyalist
C1677,105,15,37516,5,3,3,533,Potential Loyalist
C1678,45,12,31053,5,2,3,523,Promising
C1679,79,9,14044,5,2,1,521,Promising
C1680,83,9,10052,5,2,1,521,Promising
C1681,189,7,10850,4,1,1,411,New Customer
C1682,39,11,13878,5,2,1,521,Promising
C1683,117,12,34287,5,2,3,523,Promising
C1684,63,13,34588,5,3,3,533,Potential Loyalist
C1685,76,12,27551,5,2,2,522,Promising
C1686,36,14,28632,5,3,2,532,Potential Loyalist
C1687,202,15,32188,4,3,3,433,Potential Loyalist
C1688,34,16,37367,5,3,3,533,Potential Loyalist
C1689,78,10,27398,5,2,2,522,Promising
C1690,142,14,37851,4,3,3,433,Potential Loyalist
C1691,77,11,17059,5,2,1,521,Promising
C1692,56,13,33009,5,3,3,533,Potential Loyalist
C1693,35,9,20631,5,2,2,522,Promising
C1694,83,9,20971,5,2,2,522,Promising
C1695,85,10,19157,5,2,2,522,Promising
C1696,156,14,30869,4,3,3,433,Potential Loyalist
C1697,82,14,33011,5,3,3,533,Potential Loyalist
C1698,60,10,19490,5,2,2,522,Promising
C1699,37,8,11689,5,1,1,511,New Customer
C1700,66,13,35172,5,3,3,533,Potential Loyalist
C1701,52,19,41472,5,4,3,543,Loyal Customer
C1702,44,14,27415,5,3,2,532,Potential Loyalist
C1703,129,10,23130,4,2,2,422,New Customer
C1704,47,22,46681,5,5,4,554,Champion
C1705,49,9,6434,5,2,1,521,Promising
C1706,92,12,31940,5,2,3,523,Promising
C1707,46,14,24402,5,3,2,532,Potential Loyalist
C1708,75,18,41658,5,4,3,543,Loyal Customer
C1709,75,15,33511,5,3,3,533,Potential Loyalist
C1710,33,15,38768,5,3,3,533,Potential Loyalist
C1711,111,7,12154,5,1,1,511,New Customer
C1712,32,21,62758,5,5,5,555,Champion
C1713,190,6,19401,4,1,2,412,New Customer
C1714,52,15,35950,5,3,3,533,Potential Loyalist
C1715,35,12,35374,5,2,3,523,Promising
C1716,49,14,39002,5,3,3,533,Potential Loyalist
C1717,147,17,32891,4,4,3,443,Need Attention
C1718,73,9,16091,5,2,1,521,Promising
C1719,38,21,36452,5,5,3,553,Potential Loyalist
C1720,85,10,43031,5,2,4,524,Promising
C1721,58,15,37859,5,3,3,533,Potential Loyalist
C1722,37,19,52249,5,4,4,544,Champion
C1723,84,17,32054,5,4,3,543,Loyal Customer
C1724,31,14,26193,5,3,2,532,Potential Loyalist
C1725,130,7,23856,4,1,2,412,New Customer
C1726,46,10,29817,5,2,2,522,Promising
C1727,51,17,48400,5,4,4,544,Champion
C1728,42,13,27818,5,3,2,532,Potential Loyalist
C1729,196,10,27084,4,2,2,422,New Customer
C1730,55,13,32980,5,3,3,533,Potential Loyalist
C1731,150,13,38769,4,3,3,433,Potential Loyalist
C1732,86,14,30913,5,3,3,533,Potential Loyalist
C1733,114,13,30455,5,3,3,533,Potential Loyalist
C1734,62,10,14170,5,2,1,521,Promising
C1735,45,9,21931,5,2,2,522,Promising
C1736,93,20,50524,5,4,4,544,Champion
C1737,172,6,9565,4,1,1,411,New Customer
C1738,34,14,39848,5,3,3,533,Potential Loyalist
C1739,42,12,23887,5,2,2,522,Promising
C1740,119,16,32595,5,3,3,533,Potential Loyalist
C1741,62,7,16527,5,1,1,511,New Customer
C1742,136,13,37256,4,3,3,433,Potential Loyalist
C1743,38,21,62908,5,5,5,555,Champion
C1744,48,11,28214,5,2,2,522,Promising
C1745,98,12,10584,5,2,1,521,Promising
C1746,127,11,28732,4,2,2,422,New Customer
C1747,37,11,22078,5,2,2,522,Promising
C1748,53,10,26384,5,2,2,522,Promising
C1749,32,10,27845,5,2,2,522,Promising
C1750,92,13,39113,5,3,3,533,Potential Loyalist
C1751,239,15,28909,3,3,2,332,Hibernating
C1752,33,12,33259,5,2,3,523,Promising
C1753,135,17,40681,4,4,3,443,Need Attention
C1754,164,9,21190,4,2,2,422,New Customer
C1755,63,12,27047,5,2,2,522,Promising
C1756,66,12,33601,5,2,3,523,Promising
C1757,61,12,25248,5,2,2,522,Promising
C1758,96,10,16371,5,2,1,521,Promising
C1759,51,11,27126,5,2,2,522,Promising
C1760,126,10,27130,5,2,2,522,Promising
C1761,190,12,26089,4,2,2,422,New Customer
C1762,37,10,34639,5,2,3,523,Promising
C1763,50,13,27764,5,3,2,532,Potential Loyalist
C1764,48,17,29703,5,4,2,542,Potential Loyalist
C1765,73,12,21951,5,2,2,522,Promising
C1766,102,14,21643,5,3,2,532,Potential Loyalist
C1767,42,15,33067,5,3,3,533,Potential Loyalist
C1768,128,14,38043,4,3,3,433,Potential Loyalist
C1769,51,15,27431,5,3,2,532,Potential Loyalist
C1770,76,9,27230,5,2,2,522,Promising
C1771,81,11,26846,5,2,2,522,Promising
C1772,47,10,24876,5,2,2,522,Promising
C1773,76,11,35303,5,2,3,523,Promising
C1774,67,20,41572,5,4,3,543,Loyal Customer
C1775,225,11,31836,3,2,3,323,Potential Loyalist
C1776,113,11,15301,5,2,1,521,Promising
C1777,126,14,26135,5,3,2,532,Potential Loyalist
C1778,151,12,34441,4,2,3,423,Potential Loyalist
C1779,45,7,15344,5,1,1,511,New Customer
C1780,78,13,23921,5,3,2,532,Potential Loyalist
C1781,284,10,26640,3,2,2,322,Hibernating
C1782,106,14,28124,5,3,2,532,Potential Loyalist
C1783,214,16,39613,4,3,3,433,Potential Loyalist
C1784,154,14,25892,4,3,2,432,Potential Loyalist
C1785,56,11,36936,5,2,3,523,Promising
C1786,48,11,21541,5,2,2,522,Promising
C1787,33,14,32255,5,3,3,533,Potential Loyalist
C1788,70,8,30124,5,1,2,512,New Customer
C1789,55,8,10398,5,1,1,511,New Customer
C1790,128,12,41222,4,2,3,423,Potential Loyalist
C1791,115,13,37616,5,3,3,533,Potential Loyalist
C1792,103,9,23744,5,2,2,522,Promising
C1793,94,14,43685,5,3,4,534,Need Attention
C1794,98,14,41186,5,3,3,533,Potential Loyalist
C1795,96,17,56196,5,4,5,545,Champion
C1796,128,14,30206,4,3,2,432,Potential Loyalist
C1797,60,12,22769,5,2,2,522,Promising
C1798,33,17,41768,5,4,3,543,Loyal Customer
C1799,63,17,38254,5,4,3,543,Loyal Customer
C1800,113,10,25793,5,2,2,522,Promising
