,Order ID,Product ID,Location ID,Customer ID,Purchase Date,Quantity,Price,Total Amount,Product Name,Cost,City,County,State,Total Cost,Customer Segment
3061,AX19330,ENX2065,A116,C1418,2018-10-11,1,2396,2396,Product 66,1965,El Monte,Los Angeles County,California,1965,Potential Loyalist
3062,AX19331,ENX2044,A107,C1312,2018-10-10,4,886,3544,Product 45,478,Clovis,Fresno County,California,1912,Promising
3063,AX19334,ENX2082,A108,C1765,2018-09-11,1,1103,1103,Product 83,838,Concord,Contra Costa County,California,838,Promising
3064,AX19336,ENX2068,A163,C1265,2018-11-18,1,1500,1500,Product 69,900,Simi Valley,Ventura County,California,900,Champion
3065,AX19339,ENX2028,A132,C1777,2018-05-27,3,2283,6849,Product 29,1484,Los Angeles,Los Angeles County,California,4452,Potential Loyalist
3066,AX19344,ENX2013,A142,C1002,2018-10-15,4,368,1472,Product 14,269,Palmdale,Los Angeles County,California,1076,Potential Loyalist
3067,AX19347,ENX2093,A137,C1154,2018-03-26,2,112,224,Product 94,90,Oakland,Alameda County,California,180,New Customer
3068,AX19348,ENX2079,A130,C1217,2018-10-10,3,1725,5175,Product 80,1363,Lancaster,Los Angeles County,California,4089,Loyal Customer
3069,AX19349,ENX2018,A104,C1310,2018-06-23,1,1972,1972,Product 19,1321,Burbank,Los Angeles County,California,1321,Champion
3070,AX19350,ENX2099,A156,C1740,2018-07-26,1,1367,1367,Product 100,984,San Jose,Santa Clara County,California,984,Potential Loyalist
3071,AX19357,ENX2049,A155,C1731,2018-02-20,3,826,2478,Product 50,562,San Francisco,San Francisco County,California,1686,Potential Loyalist
3072,AX19364,ENX2027,A135,C1030,2018-07-26,4,2497,9988,Product 28,1473,Murrieta,Riverside County,California,5892,Potential Loyalist
3073,AX19369,ENX2097,A116,C1463,2018-10-14,1,1052,1052,Product 98,589,El Monte,Los Angeles County,California,589,Champion
3074,AX19376,ENX2001,A154,C1229,2018-10-25,2,951,1902,Product 2,504,San Diego,San Diego County,California,1008,Promising
3075,AX19377,ENX2078,A148,C1506,2018-02-11,3,1798,5394,Product 79,971,Riverside,Riverside County,California,2913,Champion
3076,AX19379,ENX2022,A114,C1438,2018-10-01,2,561,1122,Product 23,421,El Cajon,San Diego County,California,842,Potential Loyalist
3077,AX19380,ENX2082,A163,C1163,2018-03-08,2,1103,2206,Product 83,838,Simi Valley,Ventura County,California,1676,Promising
3078,AX19389,ENX2059,A168,C1520,2018-01-14,3,1494,4482,Product 60,971,Torrance,Los Angeles County,California,2913,Potential Loyalist
3079,AX19390,ENX2016,A147,C1186,2018-06-13,3,1351,4053,Product 17,1108,Richmond,Contra Costa County,California,3324,Need Attention
3080,AX19391,ENX2061,A112,C1105,2018-12-27,1,913,913,Product 62,584,Downey,Los Angeles County,California,584,Potential Loyalist
3081,AX19393,ENX2034,A170,C1575,2018-12-24,3,871,2613,Product 35,540,Victorville,San Bernardino County,California,1620,Promising
3082,AX19400,ENX2032,A114,C1152,2018-05-13,1,1967,1967,Product 33,1397,El Cajon,San Diego County,California,1397,Potential Loyalist
3083,AX19402,ENX2042,A108,C1018,2018-07-27,1,203,203,Product 43,154,Concord,Contra Costa County,California,154,Promising
3084,AX19404,ENX2054,A108,C1223,2018-08-01,1,127,127,Product 55,79,Concord,Contra Costa County,California,79,Promising
3085,AX19405,ENX2085,A116,C1372,2018-08-02,3,1862,5586,Product 86,1173,El Monte,Los Angeles County,California,3519,Potential Loyalist
3086,AX19406,ENX2070,A159,C1709,2018-08-18,1,1671,1671,Product 71,1220,Santa Clara,Santa Clara County,California,1220,Potential Loyalist
3087,AX19409,ENX2022,A103,C1074,2018-10-12,1,561,561,Product 23,421,Berkeley,Alameda County,California,421,Potential Loyalist
3088,AX19416,ENX2031,A161,C1511,2018-03-04,2,1638,3276,Product 32,1261,Santa Maria,Santa Barbara County,California,2522,Promising
3089,AX19417,ENX2063,A112,C1679,2018-05-25,4,1708,6832,Product 64,871,Downey,Los Angeles County,California,3484,Promising
3090,AX19418,ENX2082,A167,C1082,2018-09-13,4,1103,4412,Product 83,838,Thousand Oaks,Ventura County,California,3352,New Customer
3091,AX19419,ENX2004,A144,C1703,2018-04-17,3,1278,3834,Product 5,665,Pomona,Los Angeles County,California,1995,New Customer
3092,AX19420,ENX2046,A116,C1294,2018-09-08,2,2410,4820,Product 47,1518,El Monte,Los Angeles County,California,3036,Potential Loyalist
3093,AX19422,ENX2067,A170,C1004,2018-12-10,2,1119,2238,Product 68,683,Victorville,San Bernardino County,California,1366,Potential Loyalist
3094,AX19424,ENX2026,A125,C1453,2018-01-22,1,947,947,Product 27,786,Hayward,Alameda County,California,786,Potential Loyalist
3095,AX19425,ENX2033,A117,C1646,2018-06-29,4,2182,8728,Product 34,1200,Escondido,San Diego County,California,4800,Promising
3096,AX19426,ENX2061,A136,C1409,2018-07-18,2,913,1826,Product 62,584,Norwalk,Los Angeles County,California,1168,Potential Loyalist
3097,AX19432,ENX2040,A146,C1632,2018-04-10,1,1889,1889,Product 41,945,Rialto,San Bernardino County,California,945,New Customer
3098,AX19439,ENX2050,A102,C1599,2018-08-13,1,2391,2391,Product 51,1291,Bakersfield,Kern County,California,1291,Potential Loyalist
3099,AX19442,ENX2088,A142,C1453,2018-06-09,3,603,1809,Product 89,416,Palmdale,Los Angeles County,California,1248,Potential Loyalist
3100,AX19448,ENX2013,A113,C1666,2018-02-10,2,368,736,Product 14,269,East Los Angeles,Los Angeles County,California,538,Potential Loyalist
3101,AX19451,ENX2092,A149,C1480,2018-08-06,1,1639,1639,Product 93,1295,Roseville,Placer County,California,1295,New Customer
3102,AX19452,ENX2082,A148,C1206,2018-10-20,1,1103,1103,Product 83,838,Riverside,Riverside County,California,838,Potential Loyalist
3103,AX19453,ENX2059,A144,C1244,2018-08-24,3,1494,4482,Product 60,971,Pomona,Los Angeles County,California,2913,Promising
3104,AX19456,ENX2044,A142,C1009,2018-05-30,1,886,886,Product 45,478,Palmdale,Los Angeles County,California,478,Potential Loyalist
3105,AX19457,ENX2021,A149,C1563,2018-03-05,2,217,434,Product 22,171,Roseville,Placer County,California,342,Potential Loyalist
3106,AX19458,ENX2069,A141,C1089,2018-11-25,2,378,756,Product 70,291,Oxnard,Ventura County,California,582,New Customer
3107,AX19464,ENX2034,A154,C1168,2018-02-06,3,871,2613,Product 35,540,San Diego,San Diego County,California,1620,Potential Loyalist
3108,AX19465,ENX2017,A109,C1392,2018-01-21,1,35,35,Product 18,22,Corona,Riverside County,California,22,Potential Loyalist
3109,AX19471,ENX2041,A151,C1541,2018-06-18,1,1380,1380,Product 42,1090,Salinas,Monterey County,California,1090,Potential Loyalist
3110,AX19484,ENX2067,A171,C1567,2018-08-10,1,1119,1119,Product 68,683,Visalia,Tulare County,California,683,Potential Loyalist
3111,AX19486,ENX2082,A115,C1483,2018-07-06,1,1103,1103,Product 83,838,Elk Grove,Sacramento County,California,838,Loyal Customer
3112,AX19490,ENX2011,A109,C1255,2018-06-23,1,530,530,Product 12,435,Corona,Riverside County,California,435,Promising
3113,AX19492,ENX2044,A130,C1709,2018-07-01,3,886,2658,Product 45,478,Lancaster,Los Angeles County,California,1434,Potential Loyalist
3114,AX19498,ENX2057,A123,C1224,2018-11-16,2,181,362,Product 58,130,Garden Grove,Orange County,California,260,Promising
3115,AX19499,ENX2038,A105,C1581,2018-11-03,1,392,392,Product 39,255,Carlsbad,San Diego County,California,255,Potential Loyalist
3116,AX19501,ENX2053,A166,C1494,2018-05-08,1,596,596,Product 54,358,Temecula,Riverside County,California,358,Promising
3117,AX19505,ENX2032,A121,C1588,2018-07-17,3,1967,5901,Product 33,1397,Fresno,Fresno County,California,4191,Need Attention
3118,AX19509,ENX2002,A162,C1095,2018-12-25,1,847,847,Product 3,534,Santa Rosa,Sonoma County,California,534,Potential Loyalist
3119,AX19511,ENX2085,A108,C1016,2018-01-21,1,1862,1862,Product 86,1173,Concord,Contra Costa County,California,1173,Potential Loyalist
3120,AX19515,ENX2009,A106,C1313,2018-05-01,1,584,584,Product 10,420,Chula Vista,San Diego County,California,420,Potential Loyalist
3121,AX19516,ENX2003,A122,C1599,2018-12-19,2,1783,3566,Product 4,1516,Fullerton,Orange County,California,3032,Potential Loyalist
3122,AX19518,ENX2003,A129,C1794,2018-11-13,1,1783,1783,Product 4,1516,Jurupa Valley,Riverside County,California,1516,Potential Loyalist
3123,AX19519,ENX2011,A162,C1189,2018-03-01,3,530,1590,Product 12,435,Santa Rosa,Sonoma County,California,1305,New Customer
3124,AX19522,ENX2067,A166,C1729,2018-12-21,4,1119,4476,Product 68,683,Temecula,Riverside County,California,2732,New Customer
3125,AX19524,ENX2054,A117,C1364,2018-05-28,1,127,127,Product 55,79,Escondido,San Diego County,California,79,Champion
3126,AX19526,ENX2012,A154,C1142,2018-09-14,1,1353,1353,Product 13,947,San Diego,San Diego County,California,947,Potential Loyalist
3127,AX19532,ENX2001,A131,C1526,2018-06-14,1,951,951,Product 2,504,Long Beach,Los Angeles County,California,504,Promising
3128,AX19533,ENX2050,A120,C1522,2018-12-16,3,2391,7173,Product 51,1291,Fremont,Alameda County,California,3873,Promising
3129,AX19534,ENX2052,A107,C1290,2018-02-17,1,1526,1526,Product 53,1251,Clovis,Fresno County,California,1251,Promising
3130,AX19535,ENX2020,A168,C1263,2018-09-23,2,2005,4010,Product 21,1223,Torrance,Los Angeles County,California,2446,Need Attention
3131,AX19540,ENX2075,A102,C1767,2018-01-11,1,400,400,Product 76,208,Bakersfield,Kern County,California,208,Potential Loyalist
3132,AX19541,ENX2029,A155,C1148,2018-07-15,3,1848,5544,Product 30,1294,San Francisco,San Francisco County,California,3882,Potential Loyalist
3133,AX19543,ENX2047,A140,C1343,2018-09-15,1,290,290,Product 48,200,Orange,Orange County,California,200,Champion
3134,AX19544,ENX2057,A171,C1048,2018-04-25,2,181,362,Product 58,130,Visalia,Tulare County,California,260,Potential Loyalist
3135,AX19550,ENX2073,A146,C1385,2018-07-29,1,95,95,Product 74,61,Rialto,San Bernardino County,California,61,Promising
3136,AX19552,ENX2000,A122,C1438,2018-03-26,1,2241,2241,Product 1,1367,Fullerton,Orange County,California,1367,Potential Loyalist
3137,AX19553,ENX2029,A168,C1246,2018-11-14,3,1848,5544,Product 30,1294,Torrance,Los Angeles County,California,3882,Champion
3138,AX19555,ENX2068,A128,C1668,2018-04-24,2,1500,3000,Product 69,900,Irvine,Orange County,California,1800,Promising
3139,AX19558,ENX2069,A100,C1789,2018-05-11,1,378,378,Product 70,291,Anaheim,Orange County,California,291,New Customer
3140,AX19559,ENX2081,A105,C1231,2018-10-19,1,1566,1566,Product 82,1190,Carlsbad,San Diego County,California,1190,Promising
3141,AX19561,ENX2063,A152,C1101,2018-09-05,2,1708,3416,Product 64,871,San Bernardino,San Bernardino County,California,1742,Potential Loyalist
3142,AX19562,ENX2078,A122,C1612,2018-08-14,4,1798,7192,Product 79,971,Fullerton,Orange County,California,3884,Champion
3143,AX19563,ENX2026,A149,C1322,2018-07-04,1,947,947,Product 27,786,Roseville,Placer County,California,786,Potential Loyalist
3144,AX19566,ENX2030,A133,C1506,2018-06-02,2,1899,3798,Product 31,1044,Modesto,Stanislaus County,California,2088,Champion
3145,AX19567,ENX2041,A165,C1292,2018-11-23,3,1380,4140,Product 42,1090,Sunnyvale,Santa Clara County,California,3270,New Customer
3146,AX19569,ENX2043,A133,C1486,2018-01-01,2,545,1090,Product 44,425,Modesto,Stanislaus County,California,850,Champion
3147,AX19574,ENX2034,A117,C1121,2018-07-07,1,871,871,Product 35,540,Escondido,San Diego County,California,540,Promising
3148,AX19575,ENX2094,A160,C1422,2018-02-27,1,771,771,Product 95,648,Santa Clarita,Los Angeles County,California,648,Potential Loyalist
3149,AX19579,ENX2019,A111,C1014,2018-08-18,2,800,1600,Product 20,536,Daly City,San Mateo County,California,1072,Potential Loyalist
3150,AX19581,ENX2023,A118,C1571,2018-03-11,1,818,818,Product 24,450,Fairfield,Solano County,California,450,Potential Loyalist
3151,AX19585,ENX2082,A139,C1402,2018-01-08,2,1103,2206,Product 83,838,Ontario,San Bernardino County,California,1676,Potential Loyalist
3152,AX19588,ENX2082,A110,C1511,2018-09-02,1,1103,1103,Product 83,838,Costa Mesa,Orange County,California,838,Promising
3153,AX19589,ENX2010,A171,C1310,2018-03-27,3,1812,5436,Product 11,1305,Visalia,Tulare County,California,3915,Champion
3154,AX19590,ENX2020,A118,C1497,2018-03-11,3,2005,6015,Product 21,1223,Fairfield,Solano County,California,3669,New Customer
3155,AX19592,ENX2053,A104,C1586,2018-10-26,2,596,1192,Product 54,358,Burbank,Los Angeles County,California,716,Promising
3156,AX19595,ENX2045,A151,C1563,2018-02-24,1,556,556,Product 46,395,Salinas,Monterey County,California,395,Potential Loyalist
3157,AX19596,ENX2003,A139,C1439,2018-06-12,2,1783,3566,Product 4,1516,Ontario,San Bernardino County,California,3032,Promising
3158,AX19597,ENX2049,A100,C1511,2018-11-13,1,826,826,Product 50,562,Anaheim,Orange County,California,562,Promising
3159,AX19598,ENX2046,A160,C1340,2018-02-10,3,2410,7230,Product 47,1518,Santa Clarita,Los Angeles County,California,4554,Promising
3160,AX19601,ENX2012,A105,C1637,2018-07-14,1,1353,1353,Product 13,947,Carlsbad,San Diego County,California,947,Need Attention
3161,AX19611,ENX2024,A164,C1630,2018-10-04,1,356,356,Product 25,292,Stockton,San Joaquin County,California,292,Promising
3162,AX19614,ENX2063,A105,C1709,2018-10-13,1,1708,1708,Product 64,871,Carlsbad,San Diego County,California,871,Potential Loyalist
3163,AX19618,ENX2092,A141,C1653,2018-01-16,1,1639,1639,Product 93,1295,Oxnard,Ventura County,California,1295,Champion
3164,AX19619,ENX2021,A153,C1721,2018-12-14,2,217,434,Product 22,171,San Buenaventura (Ventura),Ventura County,California,342,Potential Loyalist
3165,AX19621,ENX2095,A119,C1598,2018-02-03,3,1743,5229,Product 96,872,Fontana,San Bernardino County,California,2616,Loyal Customer
3166,AX19624,ENX2083,A148,C1183,2018-04-04,3,2141,6423,Product 84,1777,Riverside,Riverside County,California,5331,Promising
3167,AX19628,ENX2072,A113,C1423,2018-06-17,4,1887,7548,Product 73,1378,East Los Angeles,Los Angeles County,California,5512,Loyal Customer
3168,AX19629,ENX2031,A130,C1321,2018-06-11,3,1638,4914,Product 32,1261,Lancaster,Los Angeles County,California,3783,New Customer
3169,AX19630,ENX2030,A160,C1016,2018-08-28,1,1899,1899,Product 31,1044,Santa Clarita,Los Angeles County,California,1044,Potential Loyalist
3170,AX19632,ENX2026,A133,C1629,2018-09-16,4,947,3788,Product 27,786,Modesto,Stanislaus County,California,3144,Hibernating
3171,AX19640,ENX2063,A109,C1734,2018-12-01,1,1708,1708,Product 64,871,Corona,Riverside County,California,871,Promising
3172,AX19644,ENX2034,A112,C1359,2018-11-20,1,871,871,Product 35,540,Downey,Los Angeles County,California,540,Hibernating
3173,AX19645,ENX2037,A115,C1773,2018-02-10,2,880,1760,Product 38,634,Elk Grove,Sacramento County,California,1268,Promising
3174,AX19647,ENX2015,A170,C1401,2018-03-23,3,637,1911,Product 16,389,Victorville,San Bernardino County,California,1167,Promising
3175,AX19648,ENX2076,A149,C1424,2018-12-17,3,1522,4566,Product 77,791,Roseville,Placer County,California,2373,Promising
3176,AX19649,ENX2005,A113,C1655,2018-03-24,1,684,684,Product 6,561,East Los Angeles,Los Angeles County,California,561,Promising
3177,AX19651,ENX2089,A101,C1546,2018-12-13,1,2294,2294,Product 90,1399,Antioch,Contra Costa County,California,1399,Promising
3178,AX19654,ENX2017,A160,C1399,2018-05-27,1,35,35,Product 18,22,Santa Clarita,Los Angeles County,California,22,Promising
3179,AX19658,ENX2088,A112,C1468,2018-08-16,1,603,603,Product 89,416,Downey,Los Angeles County,California,416,New Customer
3180,AX19666,ENX2029,A102,C1064,2018-11-29,1,1848,1848,Product 30,1294,Bakersfield,Kern County,California,1294,Promising
3181,AX19668,ENX2031,A105,C1598,2018-02-17,4,1638,6552,Product 32,1261,Carlsbad,San Diego County,California,5044,Loyal Customer
3182,AX19669,ENX2093,A161,C1310,2018-05-29,1,112,112,Product 94,90,Santa Maria,Santa Barbara County,California,90,Champion
3183,AX19670,ENX2086,A126,C1515,2018-03-17,3,123,369,Product 87,84,Huntington Beach,Orange County,California,252,Potential Loyalist
3184,AX19671,ENX2092,A108,C1420,2018-08-08,3,1639,4917,Product 93,1295,Concord,Contra Costa County,California,3885,New Customer
3185,AX19672,ENX2059,A160,C1301,2018-12-25,1,1494,1494,Product 60,971,Santa Clarita,Los Angeles County,California,971,Promising
3186,AX19676,ENX2079,A101,C1731,2018-04-28,2,1725,3450,Product 80,1363,Antioch,Contra Costa County,California,2726,Potential Loyalist
3187,AX19680,ENX2064,A110,C1438,2018-04-16,1,1414,1414,Product 65,962,Costa Mesa,Orange County,California,962,Potential Loyalist
3188,AX19685,ENX2028,A130,C1185,2018-02-15,4,2283,9132,Product 29,1484,Lancaster,Los Angeles County,California,5936,Potential Loyalist
3189,AX19691,ENX2088,A123,C1262,2018-05-06,2,603,1206,Product 89,416,Garden Grove,Orange County,California,832,Promising
3190,AX19693,ENX2017,A107,C1799,2018-09-15,4,35,140,Product 18,22,Clovis,Fresno County,California,88,Loyal Customer
3191,AX19694,ENX2011,A163,C1601,2018-12-30,3,530,1590,Product 12,435,Simi Valley,Ventura County,California,1305,Potential Loyalist
3192,AX19695,ENX2061,A169,C1715,2018-09-04,1,913,913,Product 62,584,Vallejo,Solano County,California,584,Promising
3193,AX19698,ENX2051,A168,C1509,2018-12-08,3,1077,3231,Product 52,732,Torrance,Los Angeles County,California,2196,Promising
3194,AX19700,ENX2018,A144,C1584,2018-06-10,2,1972,3944,Product 19,1321,Pomona,Los Angeles County,California,2642,Promising
3195,AX19706,ENX2078,A149,C1596,2018-07-04,1,1798,1798,Product 79,971,Roseville,Placer County,California,971,Champion
3196,AX19708,ENX2094,A116,C1125,2018-04-09,2,771,1542,Product 95,648,El Monte,Los Angeles County,California,1296,Loyal Customer
3197,AX19715,ENX2034,A125,C1015,2018-01-11,1,871,871,Product 35,540,Hayward,Alameda County,California,540,Potential Loyalist
3198,AX19717,ENX2058,A155,C1136,2018-10-15,1,2257,2257,Product 59,1535,San Francisco,San Francisco County,California,1535,Potential Loyalist
3199,AX19723,ENX2050,A147,C1773,2018-10-30,3,2391,7173,Product 51,1291,Richmond,Contra Costa County,California,3873,Promising
3200,AX19727,ENX2078,A170,C1722,2018-06-12,1,1798,1798,Product 79,971,Victorville,San Bernardino County,California,971,Champion
3201,AX19728,ENX2080,A161,C1313,2018-04-25,3,2353,7059,Product 81,1788,Santa Maria,Santa Barbara County,California,5364,Potential Loyalist
3202,AX19734,ENX2038,A100,C1583,2018-09-28,1,392,392,Product 39,255,Anaheim,Orange County,California,255,New Customer
3203,AX19736,ENX2065,A117,C1596,2018-10-23,2,2396,4792,Product 66,1965,Escondido,San Diego County,California,3930,Champion
3204,AX19740,ENX2083,A100,C1168,2018-03-24,1,2141,2141,Product 84,1777,Anaheim,Orange County,California,1777,Potential Loyalist
3205,AX19741,ENX2098,A113,C1136,2018-01-17,1,1178,1178,Product 99,683,East Los Angeles,Los Angeles County,California,683,Potential Loyalist
3206,AX19742,ENX2042,A165,C1225,2018-08-01,4,203,812,Product 43,154,Sunnyvale,Santa Clara County,California,616,Potential Loyalist
3207,AX19744,ENX2004,A108,C1244,2018-05-30,3,1278,3834,Product 5,665,Concord,Contra Costa County,California,1995,Promising
3208,AX19748,ENX2014,A145,C1263,2018-04-21,1,1809,1809,Product 15,1067,Rancho Cucamonga,San Bernardino County,California,1067,Need Attention
3209,AX19756,ENX2040,A169,C1065,2018-06-12,1,1889,1889,Product 41,945,Vallejo,Solano County,California,945,New Customer
3210,AX19761,ENX2012,A104,C1409,2018-09-23,1,1353,1353,Product 13,947,Burbank,Los Angeles County,California,947,Potential Loyalist
3211,AX19764,ENX2054,A101,C1608,2018-03-14,3,127,381,Product 55,79,Antioch,Contra Costa County,California,237,Potential Loyalist
3212,AX19768,ENX2079,A105,C1573,2018-07-08,1,1725,1725,Product 80,1363,Carlsbad,San Diego County,California,1363,Promising
3213,AX19769,ENX2018,A128,C1423,2018-04-29,1,1972,1972,Product 19,1321,Irvine,Orange County,California,1321,Loyal Customer
3214,AX19774,ENX2025,A124,C1281,2018-10-16,4,667,2668,Product 26,387,Glendale,Los Angeles County,California,1548,Need Attention
3215,AX19776,ENX2063,A142,C1086,2018-02-21,1,1708,1708,Product 64,871,Palmdale,Los Angeles County,California,871,Potential Loyalist
3216,AX19782,ENX2085,A142,C1447,2018-07-12,2,1862,3724,Product 86,1173,Palmdale,Los Angeles County,California,2346,New Customer
3217,AX19784,ENX2091,A164,C1380,2018-12-29,1,368,368,Product 92,294,Stockton,San Joaquin County,California,294,Hibernating
3218,AX19787,ENX2038,A167,C1257,2018-12-03,2,392,784,Product 39,255,Thousand Oaks,Ventura County,California,510,Potential Loyalist
3219,AX19797,ENX2094,A100,C1476,2018-08-11,4,771,3084,Product 95,648,Anaheim,Orange County,California,2592,Potential Loyalist
3220,AX19804,ENX2095,A159,C1698,2018-10-20,1,1743,1743,Product 96,872,Santa Clara,Santa Clara County,California,872,Promising
3221,AX19809,ENX2017,A172,C1108,2018-05-19,3,35,105,Product 18,22,Vista,San Diego County,California,66,New Customer
3222,AX19813,ENX2092,A102,C1514,2018-05-17,1,1639,1639,Product 93,1295,Bakersfield,Kern County,California,1295,Champion
3223,AX19818,ENX2055,A136,C1763,2018-08-22,1,2495,2495,Product 56,1896,Norwalk,Los Angeles County,California,1896,Potential Loyalist
3224,AX19823,ENX2008,A118,C1264,2018-10-16,3,315,945,Product 9,208,Fairfield,Solano County,California,624,Loyal Customer
3225,AX19826,ENX2028,A164,C1248,2018-06-12,1,2283,2283,Product 29,1484,Stockton,San Joaquin County,California,1484,Potential Loyalist
3226,AX19829,ENX2016,A109,C1381,2018-05-09,1,1351,1351,Product 17,1108,Corona,Riverside County,California,1108,Promising
3227,AX19840,ENX2021,A140,C1173,2018-06-14,3,217,651,Product 22,171,Orange,Orange County,California,513,Potential Loyalist
3228,AX19843,ENX2000,A141,C1140,2018-05-22,2,2241,4482,Product 1,1367,Oxnard,Ventura County,California,2734,Potential Loyalist
3229,AX19844,ENX2034,A142,C1463,2018-10-20,2,871,1742,Product 35,540,Palmdale,Los Angeles County,California,1080,Champion
3230,AX19848,ENX2045,A158,C1569,2018-01-24,1,556,556,Product 46,395,Santa Ana,Orange County,California,395,Potential Loyalist
3231,AX19849,ENX2018,A133,C1057,2018-03-20,2,1972,3944,Product 19,1321,Modesto,Stanislaus County,California,2642,Potential Loyalist
3232,AX19853,ENX2031,A119,C1023,2018-08-25,1,1638,1638,Product 32,1261,Fontana,San Bernardino County,California,1261,New Customer
3233,AX19854,ENX2057,A168,C1265,2018-08-15,1,181,181,Product 58,130,Torrance,Los Angeles County,California,130,Champion
3234,AX19856,ENX2030,A161,C1047,2018-01-26,1,1899,1899,Product 31,1044,Santa Maria,Santa Barbara County,California,1044,Potential Loyalist
3235,AX19864,ENX2007,A173,C1122,2018-01-26,1,1405,1405,Product 8,1054,West Covina,Los Angeles County,California,1054,New Customer
3236,AX19865,ENX2067,A105,C1793,2018-09-20,4,1119,4476,Product 68,683,Carlsbad,San Diego County,California,2732,Need Attention
3237,AX19871,ENX2037,A159,C1016,2018-10-05,3,880,2640,Product 38,634,Santa Clara,Santa Clara County,California,1902,Potential Loyalist
3238,AX19873,ENX2097,A114,C1645,2018-11-07,4,1052,4208,Product 98,589,El Cajon,San Diego County,California,2356,Potential Loyalist
3239,AX19874,ENX2066,A123,C1270,2018-05-20,3,2091,6273,Product 67,1485,Garden Grove,Orange County,California,4455,Loyal Customer
3240,AX19876,ENX2069,A143,C1738,2018-01-21,1,378,378,Product 70,291,Pasadena,Los Angeles County,California,291,Potential Loyalist
3241,AX19884,ENX2066,A131,C1273,2018-03-01,1,2091,2091,Product 67,1485,Long Beach,Los Angeles County,California,1485,Champion
3242,AX19887,ENX2069,A146,C1012,2018-08-22,1,378,378,Product 70,291,Rialto,San Bernardino County,California,291,Potential Loyalist
3243,AX19888,ENX2007,A117,C1290,2018-04-09,1,1405,1405,Product 8,1054,Escondido,San Diego County,California,1054,Promising
3244,AX19890,ENX2003,A108,C1045,2018-11-17,2,1783,3566,Product 4,1516,Concord,Contra Costa County,California,3032,Promising
3245,AX19891,ENX2063,A145,C1483,2018-07-01,4,1708,6832,Product 64,871,Rancho Cucamonga,San Bernardino County,California,3484,Loyal Customer
3246,AX19895,ENX2003,A119,C1658,2018-07-01,2,1783,3566,Product 4,1516,Fontana,San Bernardino County,California,3032,Potential Loyalist
3247,AX19897,ENX2084,A146,C1113,2018-05-12,2,1783,3566,Product 85,1230,Rialto,San Bernardino County,California,2460,Promising
3248,AX19898,ENX2045,A154,C1719,2018-11-10,1,556,556,Product 46,395,San Diego,San Diego County,California,395,Potential Loyalist
3249,AX19902,ENX2060,A133,C1761,2018-01-17,2,1467,2934,Product 61,807,Modesto,Stanislaus County,California,1614,New Customer
3250,AX19903,ENX2085,A111,C1408,2018-08-23,1,1862,1862,Product 86,1173,Daly City,San Mateo County,California,1173,Loyal Customer
3251,AX19908,ENX2006,A125,C1492,2018-10-24,1,1826,1826,Product 7,1443,Hayward,Alameda County,California,1443,New Customer
3252,AX19909,ENX2041,A173,C1507,2018-02-02,1,1380,1380,Product 42,1090,West Covina,Los Angeles County,California,1090,Potential Loyalist
3253,AX19920,ENX2017,A149,C1145,2018-11-03,1,35,35,Product 18,22,Roseville,Placer County,California,22,Promising
3254,AX19923,ENX2085,A100,C1180,2018-01-12,1,1862,1862,Product 86,1173,Anaheim,Orange County,California,1173,Promising
3255,AX19924,ENX2005,A116,C1256,2018-07-29,4,684,2736,Product 6,561,El Monte,Los Angeles County,California,2244,Potential Loyalist
3256,AX19930,ENX2084,A143,C1715,2018-04-14,1,1783,1783,Product 85,1230,Pasadena,Los Angeles County,California,1230,Promising
3257,AX19933,ENX2099,A105,C1537,2018-01-25,3,1367,4101,Product 100,984,Carlsbad,San Diego County,California,2952,Need Attention
3258,AX19939,ENX2034,A123,C1206,2018-03-06,1,871,871,Product 35,540,Garden Grove,Orange County,California,540,Potential Loyalist
3259,AX19940,ENX2050,A143,C1551,2018-11-28,4,2391,9564,Product 51,1291,Pasadena,Los Angeles County,California,5164,Potential Loyalist
3260,AX19941,ENX2017,A140,C1246,2018-03-22,3,35,105,Product 18,22,Orange,Orange County,California,66,Champion
3261,AX19946,ENX2070,A100,C1800,2018-09-10,1,1671,1671,Product 71,1220,Anaheim,Orange County,California,1220,Promising
3262,AX19947,ENX2052,A154,C1378,2018-03-29,1,1526,1526,Product 53,1251,San Diego,San Diego County,California,1251,Promising
3263,AX19949,ENX2025,A147,C1466,2018-02-24,2,667,1334,Product 26,387,Richmond,Contra Costa County,California,774,Potential Loyalist
3264,AX19951,ENX2086,A154,C1543,2018-06-16,3,123,369,Product 87,84,San Diego,San Diego County,California,252,Champion
3265,AX19956,ENX2066,A166,C1476,2018-05-12,2,2091,4182,Product 67,1485,Temecula,Riverside County,California,2970,Potential Loyalist
3266,AX19961,ENX2010,A162,C1304,2018-05-08,4,1812,7248,Product 11,1305,Santa Rosa,Sonoma County,California,5220,Champion
3267,AX19966,ENX2020,A125,C1784,2018-09-21,1,2005,2005,Product 21,1223,Hayward,Alameda County,California,1223,Potential Loyalist
3268,AX19972,ENX2003,A151,C1137,2018-04-12,2,1783,3566,Product 4,1516,Salinas,Monterey County,California,3032,Champion
3269,AX19973,ENX2092,A151,C1799,2018-07-15,1,1639,1639,Product 93,1295,Salinas,Monterey County,California,1295,Loyal Customer
